LAKE CODE (MIDAS),LAKE NAME,TOWN(S),SCIENTIFIC NAME,COMMON NAME
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Rhinichthys atratulus,Blacknose dace
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Salmo salar sebago,Landlocked salmon
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Salvelinus fontinalis,Brook trout
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Semotilus atromaculatus,Creek chub
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Semotilus corporalis,Fallfish
2836,Matthews Pond,T8 R10 WELS,Notemigonus crysoleucas,Golden shiner
2836,Matthews Pond,T8 R10 WELS,Phoxinus eos,Northern redbelly dace
2836,Matthews Pond,T8 R10 WELS,Rhinichthys atratulus,Blacknose dace
2836,Matthews Pond,T8 R10 WELS,Salmo salar sebago,Landlocked salmon
2836,Matthews Pond,T8 R10 WELS,Salvelinus fontinalis,Brook trout
2838,Little Reed Pond,T8 R10 WELS,Catostomus commersoni,White sucker
2838,Little Reed Pond,T8 R10 WELS,Phoxinus eos,Northern redbelly dace
2838,Little Reed Pond,T8 R10 WELS,Phoxinus neogaeus,Finescale dace
2838,Little Reed Pond,T8 R10 WELS,Pimephales promelas,Fathead minnow
2838,Little Reed Pond,T8 R10 WELS,Salvelinus fontinalis,Brook trout
2838,Little Reed Pond,T8 R10 WELS,Semotilus atromaculatus,Creek chub
2840,Buckley Pond,T8 R10 WELS,Margariscus margarita,Pearl dace
2840,Buckley Pond,T8 R10 WELS,Phoxinus eos,Northern redbelly dace
2840,Buckley Pond,T8 R10 WELS,Salvelinus fontinalis,Brook trout
2842,Big Reed Pond,T8 R10 WELS,Catostomus commersoni,White sucker
2842,Big Reed Pond,T8 R10 WELS,Couesius plumbeus,Lake chub
2842,Big Reed Pond,T8 R10 WELS,Margariscus margarita,Pearl dace
2842,Big Reed Pond,T8 R10 WELS,Osmerus mordax,Rainbow smelt
2842,Big Reed Pond,T8 R10 WELS,Phoxinus eos,Northern redbelly dace
2842,Big Reed Pond,T8 R10 WELS,Phoxinus neogaeus,Finescale dace
2842,Big Reed Pond,T8 R10 WELS,Rhinichthys atratulus,Blacknose dace
2842,Big Reed Pond,T8 R10 WELS,Salvelinus alpinus,Arctic char
2842,Big Reed Pond,T8 R10 WELS,Salvelinus fontinalis,Brook trout
2842,Big Reed Pond,T8 R10 WELS,Semotilus atromaculatus,Creek chub
2844,Black Spruce Pond,T8 R10 WELS,Phoxinus neogaeus,Finescale dace
2844,Black Spruce Pond,T8 R10 WELS,Pimephales promelas,Fathead minnow
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Ameiurus nebulosus,Brown bullhead
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Catostomus catostomus,Longnose sucker
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Catostomus commersoni,White sucker
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Coregonus clupeaformis,Lake whitefish
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Cottus cognatus,Slimy sculpin
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Couesius plumbeus,Lake chub
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Gasterosteus aculeatus,Threespine stickleback
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Lota lota,Cusk
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Luxilus cornutus,Common shiner
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Margariscus margarita,Pearl dace
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Notropis heterolepis,Blacknose shiner
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Osmerus mordax,Rainbow smelt
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Phoxinus eos,Northern redbelly dace
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Phoxinus neogaeus,Finescale dace
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Prosopium cylindraceum,Round whitefish
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Rhinichthys atratulus,Blacknose dace
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Salvelinus fontinalis,Brook trout
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Salvelinus namaycush,Lake trout
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Semotilus atromaculatus,Creek chub
2856,Churchill (Heron) Lake,"T9 R12 WELS, T10 R12 WELS",Semotilus corporalis,Fallfish
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Ameiurus nebulosus,Brown bullhead
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Catostomus catostomus,Longnose sucker
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Catostomus commersoni,White sucker
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Coregonus clupeaformis,Lake whitefish
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Cottus cognatus,Slimy sculpin
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Couesius plumbeus,Lake chub
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Gasterosteus aculeatus,Threespine stickleback
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Lota lota,Cusk
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Luxilus cornutus,Common shiner
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Margariscus margarita,Pearl dace
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Notemigonus crysoleucas,Golden shiner
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Notropis heterolepis,Blacknose shiner
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Osmerus mordax,Rainbow smelt
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Phoxinus eos,Northern redbelly dace
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Phoxinus neogaeus,Finescale dace
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Prosopium cylindraceum,Round whitefish
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Rhinichthys atratulus,Blacknose dace
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Salvelinus fontinalis,Brook trout
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Salvelinus namaycush,Lake trout
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Semotilus atromaculatus,Creek chub
2858,Big Eagle Lake,"Eagle Lake Twp, Soper Mountain Twp, T7 R12 WELS, T",Semotilus corporalis,Fallfish
2866,Indian Pond,T7 R12 WELS,Ameiurus nebulosus,Brown bullhead
2866,Indian Pond,T7 R12 WELS,Catostomus catostomus,Longnose sucker
2866,Indian Pond,T7 R12 WELS,Catostomus commersoni,White sucker
2866,Indian Pond,T7 R12 WELS,Coregonus clupeaformis,Lake whitefish
2866,Indian Pond,T7 R12 WELS,Gasterosteus aculeatus,Threespine stickleback
2866,Indian Pond,T7 R12 WELS,Lota lota,Cusk
2866,Indian Pond,T7 R12 WELS,Luxilus cornutus,Common shiner
2866,Indian Pond,T7 R12 WELS,Notropis heterolepis,Blacknose shiner
2866,Indian Pond,T7 R12 WELS,Osmerus mordax,Rainbow smelt
2866,Indian Pond,T7 R12 WELS,Phoxinus eos,Northern redbelly dace
2866,Indian Pond,T7 R12 WELS,Prosopium cylindraceum,Round whitefish
2866,Indian Pond,T7 R12 WELS,Rhinichthys atratulus,Blacknose dace
2866,Indian Pond,T7 R12 WELS,Salvelinus fontinalis,Brook trout
2866,Indian Pond,T7 R12 WELS,Salvelinus namaycush,Lake trout
2866,Indian Pond,T7 R12 WELS,Semotilus corporalis,Fallfish
2868,Little Shallow Lake,T7 R14 WELS,Ameiurus nebulosus,Brown bullhead
2868,Little Shallow Lake,T7 R14 WELS,Catostomus commersoni,White sucker
2868,Little Shallow Lake,T7 R14 WELS,Couesius plumbeus,Lake chub
2868,Little Shallow Lake,T7 R14 WELS,Lota lota,Cusk
2868,Little Shallow Lake,T7 R14 WELS,Notemigonus crysoleucas,Golden shiner
2868,Little Shallow Lake,T7 R14 WELS,Osmerus mordax,Rainbow smelt
2868,Little Shallow Lake,T7 R14 WELS,Phoxinus eos,Northern redbelly dace
2868,Little Shallow Lake,T7 R14 WELS,Rhinichthys atratulus,Blacknose dace
2868,Little Shallow Lake,T7 R14 WELS,Salvelinus fontinalis,Brook trout
2870,Lower Ellis Pond,T7 R14 WELS,Catostomus commersoni,White sucker
2870,Lower Ellis Pond,T7 R14 WELS,Couesius plumbeus,Lake chub
2870,Lower Ellis Pond,T7 R14 WELS,Margariscus margarita,Pearl dace
2870,Lower Ellis Pond,T7 R14 WELS,Phoxinus eos,Northern redbelly dace
2870,Lower Ellis Pond,T7 R14 WELS,Phoxinus neogaeus,Finescale dace
2870,Lower Ellis Pond,T7 R14 WELS,Pimephales promelas,Fathead minnow
2870,Lower Ellis Pond,T7 R14 WELS,Salvelinus fontinalis,Brook trout
2870,Lower Ellis Pond,T7 R14 WELS,Semotilus atromaculatus,Creek chub
2870,Lower Ellis Pond,T7 R14 WELS,Semotilus corporalis,Fallfish
2872,Otter Pond,T8 R14 WELS,Phoxinus neogaeus,Finescale dace
2872,Otter Pond,T8 R14 WELS,Pimephales promelas,Fathead minnow
2872,Otter Pond,T8 R14 WELS,Salvelinus fontinalis,Brook trout
2874,LIttle Round Pond,Eagle Lake Twp,Salvelinus fontinalis,Brook trout
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Ameiurus nebulosus,Brown bullhead
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Catostomus catostomus,Longnose sucker
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Catostomus commersoni,White sucker
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Coregonus clupeaformis,Lake whitefish
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Cottus cognatus,Slimy sculpin
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Couesius plumbeus,Lake chub
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Fundulus diaphanus,Banded killifish
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Gasterosteus aculeatus,Threespine stickleback
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Lota lota,Cusk
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Luxilus cornutus,Common shiner
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Margariscus margarita,Pearl dace
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Notemigonus crysoleucas,Golden shiner
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Notropis heterolepis,Blacknose shiner
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Osmerus mordax,Rainbow smelt
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Phoxinus eos,Northern redbelly dace
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Phoxinus neogaeus,Finescale dace
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Prosopium cylindraceum,Round whitefish
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Rhinichthys atratulus,Blacknose dace
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Salvelinus fontinalis,Brook trout
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Salvelinus namaycush,Lake trout
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Semotilus atromaculatus,Creek chub
2882,Chamberlain Lake,"Eagle Lake Twp, T6 R11 WELS, T6 R12 WELS, T7 R11 W",Semotilus corporalis,Fallfish
2884,Mud Pond,T6 R12 WELS,Ameiurus nebulosus,Brown bullhead
2884,Mud Pond,T6 R12 WELS,Catostomus commersoni,White sucker
2884,Mud Pond,T6 R12 WELS,Couesius plumbeus,Lake chub
2884,Mud Pond,T6 R12 WELS,Gasterosteus aculeatus,Threespine stickleback
2884,Mud Pond,T6 R12 WELS,Luxilus cornutus,Common shiner
2884,Mud Pond,T6 R12 WELS,Margariscus margarita,Pearl dace
2884,Mud Pond,T6 R12 WELS,Notemigonus crysoleucas,Golden shiner
2884,Mud Pond,T6 R12 WELS,Notropis heterolepis,Blacknose shiner
2884,Mud Pond,T6 R12 WELS,Phoxinus eos,Northern redbelly dace
2884,Mud Pond,T6 R12 WELS,Phoxinus neogaeus,Finescale dace
2884,Mud Pond,T6 R12 WELS,Pimephales promelas,Fathead minnow
2884,Mud Pond,T6 R12 WELS,Rhinichthys atratulus,Blacknose dace
2884,Mud Pond,T6 R12 WELS,Salvelinus fontinalis,Brook trout
2884,Mud Pond,T6 R12 WELS,Semotilus atromaculatus,Creek chub
2884,Mud Pond,T6 R12 WELS,Semotilus corporalis,Fallfish
2886,Longley Pond,T6 R13 WELS,Catostomus commersoni,White sucker
2886,Longley Pond,T6 R13 WELS,Gasterosteus aculeatus,Threespine stickleback
2886,Longley Pond,T6 R13 WELS,Morone americana,White perch
2886,Longley Pond,T6 R13 WELS,Notemigonus crysoleucas,Golden shiner
2886,Longley Pond,T6 R13 WELS,Perca flavescens,Yellow perch
2886,Longley Pond,T6 R13 WELS,Rhinichthys atratulus,Blacknose dace
2886,Longley Pond,T6 R13 WELS,Salvelinus fontinalis,Brook trout
2886,Longley Pond,T6 R13 WELS,Semotilus corporalis,Fallfish
2890,Umbazooksus Lake,T6 R13 WELS,Catostomus catostomus,Longnose sucker
2890,Umbazooksus Lake,T6 R13 WELS,Catostomus commersoni,White sucker
2890,Umbazooksus Lake,T6 R13 WELS,Coregonus clupeaformis,Lake whitefish
2890,Umbazooksus Lake,T6 R13 WELS,Morone americana,White perch
2890,Umbazooksus Lake,T6 R13 WELS,Notemigonus crysoleucas,Golden shiner
2890,Umbazooksus Lake,T6 R13 WELS,Perca flavescens,Yellow perch
2890,Umbazooksus Lake,T6 R13 WELS,Salvelinus fontinalis,Brook trout
2890,Umbazooksus Lake,T6 R13 WELS,Semotilus corporalis,Fallfish
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Ameiurus nebulosus,Brown bullhead
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Catostomus commersoni,White sucker
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Luxilus cornutus,Common shiner
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Morone americana,White perch
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Notemigonus crysoleucas,Golden shiner
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Perca flavescens,Yellow perch
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Salmo salar sebago,Landlocked salmon
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Salvelinus fontinalis,Brook trout
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Semotilus atromaculatus,Creek chub
2892,Cuxabexis Lake,"T5 R12 WELS, T6 R12 WELS",Semotilus corporalis,Fallfish
2900,Salmon Pond,T4 R13 WELS,Notemigonus crysoleucas,Golden shiner
2900,Salmon Pond,T4 R13 WELS,Phoxinus eos,Northern redbelly dace
2900,Salmon Pond,T4 R13 WELS,Pimephales promelas,Fathead minnow
2900,Salmon Pond,T4 R13 WELS,Salvelinus fontinalis,Brook trout
2900,Salmon Pond,T4 R13 WELS,Semotilus atromaculatus,Creek chub
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Ameiurus nebulosus,Brown bullhead
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Catostomus commersoni,White sucker
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Luxilus cornutus,Common shiner
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Notemigonus crysoleucas,Golden shiner
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Perca flavescens,Yellow perch
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Salvelinus fontinalis,Brook trout
2906,Pine Stream Flowage,"T3 R13 WELS, T4 R13 WELS",Semotilus atromaculatus,Creek chub
2910,Ripogenus Pond,T4 R12 WELS,Salvelinus fontinalis,Brook trout
2912,Shack Pond,Lobster Twp,Catostomus commersoni,White sucker
2912,Shack Pond,Lobster Twp,Margariscus margarita,Pearl dace
2912,Shack Pond,Lobster Twp,Notemigonus crysoleucas,Golden shiner
2912,Shack Pond,Lobster Twp,Phoxinus eos,Northern redbelly dace
2912,Shack Pond,Lobster Twp,Phoxinus neogaeus,Finescale dace
2912,Shack Pond,Lobster Twp,Salvelinus fontinalis,Brook trout
2912,Shack Pond,Lobster Twp,Semotilus atromaculatus,Creek chub
2914,Round Pond,"Lobster Twp, T3 R13 WELS",Ameiurus nebulosus,Brown bullhead
2914,Round Pond,"Lobster Twp, T3 R13 WELS",Catostomus commersoni,White sucker
2914,Round Pond,"Lobster Twp, T3 R13 WELS",Couesius plumbeus,Lake chub
2914,Round Pond,"Lobster Twp, T3 R13 WELS",Phoxinus neogaeus,Finescale dace
2914,Round Pond,"Lobster Twp, T3 R13 WELS",Semotilus atromaculatus,Creek chub
2920,Big Pine Pond,T3 R13 WELS,Ameiurus nebulosus,Brown bullhead
2920,Big Pine Pond,T3 R13 WELS,Catostomus commersoni,White sucker
2920,Big Pine Pond,T3 R13 WELS,Couesius plumbeus,Lake chub
2920,Big Pine Pond,T3 R13 WELS,Luxilus cornutus,Common shiner
2920,Big Pine Pond,T3 R13 WELS,Osmerus mordax,Rainbow smelt
2920,Big Pine Pond,T3 R13 WELS,Salvelinus fontinalis,Brook trout
2920,Big Pine Pond,T3 R13 WELS,Semotilus atromaculatus,Creek chub
2920,Big Pine Pond,T3 R13 WELS,Semotilus corporalis,Fallfish
2922,Deer Pond,T3 R13 WELS,Ameiurus nebulosus,Brown bullhead
2922,Deer Pond,T3 R13 WELS,Catostomus commersoni,White sucker
2922,Deer Pond,T3 R13 WELS,Couesius plumbeus,Lake chub
2922,Deer Pond,T3 R13 WELS,Notemigonus crysoleucas,Golden shiner
2922,Deer Pond,T3 R13 WELS,Osmerus mordax,Rainbow smelt
2922,Deer Pond,T3 R13 WELS,Perca flavescens,Yellow perch
2922,Deer Pond,T3 R13 WELS,Phoxinus eos,Northern redbelly dace
2922,Deer Pond,T3 R13 WELS,Salmo salar sebago,Landlocked salmon
2922,Deer Pond,T3 R13 WELS,Salvelinus fontinalis,Brook trout
2922,Deer Pond,T3 R13 WELS,Salvelinus hybrid1,Splake
2922,Deer Pond,T3 R13 WELS,Semotilus atromaculatus,Creek chub
2922,Deer Pond,T3 R13 WELS,Semotilus corporalis,Fallfish
2924,Otter Pond,T3 R13 WELS,Notemigonus crysoleucas,Golden shiner
2924,Otter Pond,T3 R13 WELS,Phoxinus eos,Northern redbelly dace
2924,Otter Pond,T3 R13 WELS,Phoxinus neogaeus,Finescale dace
2924,Otter Pond,T3 R13 WELS,Salvelinus fontinalis,Brook trout
2926,Kidney Pond,East Middlesex Canal Grant Twp,Catostomus catostomus,Longnose sucker
2926,Kidney Pond,East Middlesex Canal Grant Twp,Catostomus commersoni,White sucker
2926,Kidney Pond,East Middlesex Canal Grant Twp,Phoxinus neogaeus,Finescale dace
2926,Kidney Pond,East Middlesex Canal Grant Twp,Salvelinus fontinalis,Brook trout
2926,Kidney Pond,East Middlesex Canal Grant Twp,Semotilus atromaculatus,Creek chub
2926,Kidney Pond,East Middlesex Canal Grant Twp,Semotilus corporalis,Fallfish
2928,Blood Pond,T2 R13 WELS,Cyprinidae,Minnows-carps
2928,Blood Pond,T2 R13 WELS,Salvelinus fontinalis,Brook trout
2930,Berry Pond,T2 R13 WELS,Ameiurus nebulosus,Brown bullhead
2930,Berry Pond,T2 R13 WELS,Catostomus commersoni,White sucker
2930,Berry Pond,T2 R13 WELS,Couesius plumbeus,Lake chub
2930,Berry Pond,T2 R13 WELS,Notemigonus crysoleucas,Golden shiner
2930,Berry Pond,T2 R13 WELS,Phoxinus eos,Northern redbelly dace
2930,Berry Pond,T2 R13 WELS,Phoxinus neogaeus,Finescale dace
2930,Berry Pond,T2 R13 WELS,Salvelinus fontinalis,Brook trout
2934,Bear Pond,T2 R13 WELS,Catostomus commersoni,White sucker
2934,Bear Pond,T2 R13 WELS,Couesius plumbeus,Lake chub
2934,Bear Pond,T2 R13 WELS,Perca flavescens,Yellow perch
2934,Bear Pond,T2 R13 WELS,Phoxinus neogaeus,Finescale dace
2934,Bear Pond,T2 R13 WELS,Rhinichthys atratulus,Blacknose dace
2934,Bear Pond,T2 R13 WELS,Salvelinus fontinalis,Brook trout
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Ameiurus nebulosus,Brown bullhead
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Catostomus catostomus,Longnose sucker
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Catostomus commersoni,White sucker
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Cottus cognatus,Slimy sculpin
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Couesius plumbeus,Lake chub
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Lota lota,Cusk
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Luxilus cornutus,Common shiner
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Osmerus mordax,Rainbow smelt
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Rhinichthys atratulus,Blacknose dace
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Salmo salar sebago,Landlocked salmon
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Salvelinus fontinalis,Brook trout
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Salvelinus hybrid1,Splake
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Salvelinus namaycush,Lake trout
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Semotilus atromaculatus,Creek chub
2936,Ragged Lake,"T2 R13 WELS, T3 R13 WELS",Semotilus corporalis,Fallfish
2940,Big Fisher Pond,T2 R12 WELS,Ameiurus nebulosus,Brown bullhead
2940,Big Fisher Pond,T2 R12 WELS,Catostomus commersoni,White sucker
2940,Big Fisher Pond,T2 R12 WELS,Luxilus cornutus,Common shiner
2940,Big Fisher Pond,T2 R12 WELS,Margariscus margarita,Pearl dace
2940,Big Fisher Pond,T2 R12 WELS,Notemigonus crysoleucas,Golden shiner
2940,Big Fisher Pond,T2 R12 WELS,Phoxinus eos,Northern redbelly dace
2940,Big Fisher Pond,T2 R12 WELS,Phoxinus neogaeus,Finescale dace
2940,Big Fisher Pond,T2 R12 WELS,Salvelinus fontinalis,Brook trout
2940,Big Fisher Pond,T2 R12 WELS,Semotilus atromaculatus,Creek chub
2940,Big Fisher Pond,T2 R12 WELS,Semotilus corporalis,Fallfish
2942,Little Fisher Pond,T2 R12 WELS,Ameiurus nebulosus,Brown bullhead
2942,Little Fisher Pond,T2 R12 WELS,Catostomus commersoni,White sucker
2942,Little Fisher Pond,T2 R12 WELS,Phoxinus eos,Northern redbelly dace
2942,Little Fisher Pond,T2 R12 WELS,Phoxinus neogaeus,Finescale dace
2942,Little Fisher Pond,T2 R12 WELS,Salvelinus fontinalis,Brook trout
2942,Little Fisher Pond,T2 R12 WELS,Semotilus atromaculatus,Creek chub
2942,Little Fisher Pond,T2 R12 WELS,Semotilus corporalis,Fallfish
2944,Cassidy Deadwater,T4 R15 WELS,Catostomus commersoni,White sucker
2944,Cassidy Deadwater,T4 R15 WELS,Couesius plumbeus,Lake chub
2944,Cassidy Deadwater,T4 R15 WELS,Notropis heterolepis,Blacknose shiner
2944,Cassidy Deadwater,T4 R15 WELS,Perca flavescens,Yellow perch
2944,Cassidy Deadwater,T4 R15 WELS,Salvelinus fontinalis,Brook trout
2944,Cassidy Deadwater,T4 R15 WELS,Semotilus atromaculatus,Creek chub
2944,Cassidy Deadwater,T4 R15 WELS,Semotilus corporalis,Fallfish
2946,Little Lobster Lake,Lobster Twp,Catostomus commersoni,White sucker
2946,Little Lobster Lake,Lobster Twp,Luxilus cornutus,Common shiner
2946,Little Lobster Lake,Lobster Twp,Morone americana,White perch
2946,Little Lobster Lake,Lobster Twp,Notemigonus crysoleucas,Golden shiner
