LAKE CODE (MIDAS),LAKE NAME,TOWN(S),SCIENTIFIC NAME,COMMON NAME
1622,Black Pond,Saint John Plt,Margariscus margarita,Pearl dace
1622,Black Pond,Saint John Plt,Salvelinus fontinalis,Brook trout
1622,Black Pond,Saint John Plt,Semotilus atromaculatus,Creek chub
1624,Deer Pond,Saint John Plt,Salvelinus fontinalis,Brook trout
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Ameiurus nebulosus,Brown bullhead
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Catostomus catostomus,Longnose sucker
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Catostomus commersoni,White sucker
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Cottus cognatus,Slimy sculpin
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Couesius plumbeus,Lake chub
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Fundulus diaphanus,Banded killifish
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Gasterosteus aculeatus,Threespine stickleback
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Luxilus cornutus,Common shiner
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Phoxinus eos,Northern redbelly dace
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Prosopium cylindraceum,Round whitefish
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Rhinichthys atratulus,Blacknose dace
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Salmo salar sebago,Landlocked salmon
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Salvelinus fontinalis,Brook trout
1628,First (& Second) Wallagrass Lake,"Eagle Lake, Saint John Plt, Wallagrass, T16 R8 WEL",Semotilus atromaculatus,Creek chub
1632,Isie Lake,Eagle Lake,Phoxinus eos,Northern redbelly dace
1632,Isie Lake,Eagle Lake,Salvelinus fontinalis,Brook trout
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Ameiurus nebulosus,Brown bullhead
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Catostomus catostomus,Longnose sucker
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Catostomus commersoni,White sucker
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Coregonus clupeaformis,Lake whitefish
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Cottus cognatus,Slimy sculpin
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Couesius plumbeus,Lake chub
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Fundulus diaphanus,Banded killifish
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Gasterosteus aculeatus,Threespine stickleback
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Lota lota,Cusk
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Luxilus cornutus,Common shiner
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Notemigonus crysoleucas,Golden shiner
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Osmerus mordax,Rainbow smelt
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Perca flavescens,Yellow perch
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Prosopium cylindraceum,Round whitefish
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Pungitius pungitius,Ninespine stickleback
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Rhinichthys atratulus,Blacknose dace
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Salmo salar sebago,Landlocked salmon
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Salvelinus fontinalis,Brook trout
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Salvelinus namaycush,Lake trout
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Semotilus atromaculatus,Creek chub
1634,Eagle Lake,"Eagle Lake, Wallagrass, T16 R5 WELS, T16 R6 WELS",Semotilus corporalis,Fallfish
1638,Ben Lake,Wallagrass,Catostomus commersoni,White sucker
1638,Ben Lake,Wallagrass,Fundulus diaphanus,Banded killifish
1638,Ben Lake,Wallagrass,Gasterosteus aculeatus,Threespine stickleback
1638,Ben Lake,Wallagrass,Luxilus cornutus,Common shiner
1638,Ben Lake,Wallagrass,Phoxinus eos,Northern redbelly dace
1638,Ben Lake,Wallagrass,Phoxinus neogaeus,Finescale dace
1638,Ben Lake,Wallagrass,Rhinichthys atratulus,Blacknose dace
1638,Ben Lake,Wallagrass,Salvelinus fontinalis,Brook trout
1638,Ben Lake,Wallagrass,Semotilus atromaculatus,Creek chub
1642,First Sly Brook Lake,New Canada,Ameiurus nebulosus,Brown bullhead
1642,First Sly Brook Lake,New Canada,Catostomus commersoni,White sucker
1642,First Sly Brook Lake,New Canada,Gasterosteus aculeatus,Threespine stickleback
1642,First Sly Brook Lake,New Canada,Luxilus cornutus,Common shiner
1642,First Sly Brook Lake,New Canada,Notropis heterolepis,Blacknose shiner
1642,First Sly Brook Lake,New Canada,Osmerus mordax,Rainbow smelt
1642,First Sly Brook Lake,New Canada,Phoxinus eos,Northern redbelly dace
1642,First Sly Brook Lake,New Canada,Rhinichthys atratulus,Blacknose dace
1642,First Sly Brook Lake,New Canada,Salmo salar sebago,Landlocked salmon
1642,First Sly Brook Lake,New Canada,Salvelinus fontinalis,Brook trout
1642,First Sly Brook Lake,New Canada,Semotilus atromaculatus,Creek chub
1642,First Sly Brook Lake,New Canada,Semotilus corporalis,Fallfish
1644,Second Sly Brook Lake,New Canada,Ameiurus nebulosus,Brown bullhead
1644,Second Sly Brook Lake,New Canada,Catostomus commersoni,White sucker
1644,Second Sly Brook Lake,New Canada,Gasterosteus aculeatus,Threespine stickleback
1644,Second Sly Brook Lake,New Canada,Luxilus cornutus,Common shiner
1644,Second Sly Brook Lake,New Canada,Notropis heterolepis,Blacknose shiner
1644,Second Sly Brook Lake,New Canada,Osmerus mordax,Rainbow smelt
1644,Second Sly Brook Lake,New Canada,Phoxinus eos,Northern redbelly dace
1644,Second Sly Brook Lake,New Canada,Rhinichthys atratulus,Blacknose dace
1644,Second Sly Brook Lake,New Canada,Salmo salar sebago,Landlocked salmon
1644,Second Sly Brook Lake,New Canada,Salvelinus fontinalis,Brook trout
1644,Second Sly Brook Lake,New Canada,Semotilus atromaculatus,Creek chub
1644,Second Sly Brook Lake,New Canada,Semotilus corporalis,Fallfish
1646,Third Sly Brook Lake,New Canada,Ameiurus nebulosus,Brown bullhead
1646,Third Sly Brook Lake,New Canada,Catostomus commersoni,White sucker
1646,Third Sly Brook Lake,New Canada,Couesius plumbeus,Lake chub
1646,Third Sly Brook Lake,New Canada,Gasterosteus aculeatus,Threespine stickleback
1646,Third Sly Brook Lake,New Canada,Luxilus cornutus,Common shiner
1646,Third Sly Brook Lake,New Canada,Notropis heterolepis,Blacknose shiner
1646,Third Sly Brook Lake,New Canada,Osmerus mordax,Rainbow smelt
1646,Third Sly Brook Lake,New Canada,Phoxinus eos,Northern redbelly dace
1646,Third Sly Brook Lake,New Canada,Rhinichthys atratulus,Blacknose dace
1646,Third Sly Brook Lake,New Canada,Salmo salar sebago,Landlocked salmon
1646,Third Sly Brook Lake,New Canada,Salvelinus fontinalis,Brook trout
1646,Third Sly Brook Lake,New Canada,Salvelinus namaycush,Lake trout
1646,Third Sly Brook Lake,New Canada,Semotilus atromaculatus,Creek chub
1646,Third Sly Brook Lake,New Canada,Semotilus corporalis,Fallfish
1648,Blake Lake,T16 R6 WELS,Fundulus diaphanus,Banded killifish
1648,Blake Lake,T16 R6 WELS,Lota lota,Cusk
1648,Blake Lake,T16 R6 WELS,Margariscus margarita,Pearl dace
1648,Blake Lake,T16 R6 WELS,Phoxinus eos,Northern redbelly dace
1648,Blake Lake,T16 R6 WELS,Phoxinus neogaeus,Finescale dace
1648,Blake Lake,T16 R6 WELS,Rhinichthys atratulus,Blacknose dace
1648,Blake Lake,T16 R6 WELS,Salvelinus fontinalis,Brook trout
1652,Mud Pond,Ashland,Catostomus commersoni,White sucker
1652,Mud Pond,Ashland,Fundulus diaphanus,Banded killifish
1652,Mud Pond,Ashland,Gasterosteus aculeatus,Threespine stickleback
1652,Mud Pond,Ashland,Margariscus margarita,Pearl dace
1652,Mud Pond,Ashland,Notemigonus crysoleucas,Golden shiner
1652,Mud Pond,Ashland,Phoxinus eos,Northern redbelly dace
1652,Mud Pond,Ashland,Phoxinus neogaeus,Finescale dace
1652,Mud Pond,Ashland,Semotilus atromaculatus,Creek chub
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Ameiurus nebulosus,Brown bullhead
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Anguilla rostrata,American eel
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Catostomus commersoni,White sucker
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Cottus cognatus,Slimy sculpin
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Couesius plumbeus,Lake chub
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Fundulus diaphanus,Banded killifish
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Gasterosteus aculeatus,Threespine stickleback
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Lepomis auritus,Redbreast sunfish
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Lepomis gibbosus,Pumpkinseed
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Lota lota,Cusk
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Luxilus cornutus,Common shiner
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Margariscus margarita,Pearl dace
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Notemigonus crysoleucas,Golden shiner
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Osmerus mordax,Rainbow smelt
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Perca flavescens,Yellow perch
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Phoxinus eos,Northern redbelly dace
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Phoxinus neogaeus,Finescale dace
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Pungitius pungitius,Ninespine stickleback
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Rhinichthys atratulus,Blacknose dace
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Salmo salar sebago,Landlocked salmon
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Salvelinus fontinalis,Brook trout
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Salvelinus hybrid1,Splake
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Salvelinus namaycush,Lake trout
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Semotilus atromaculatus,Creek chub
1654,Squapan Lake,"Ashland, Masardis, Squapan Twp, T11 R4 WELS",Semotilus corporalis,Fallfish
1656,Silver Lake,T15 R5 WELS,Catostomus commersoni,White sucker
1656,Silver Lake,T15 R5 WELS,Couesius plumbeus,Lake chub
1656,Silver Lake,T15 R5 WELS,Fundulus diaphanus,Banded killifish
1656,Silver Lake,T15 R5 WELS,Gasterosteus aculeatus,Threespine stickleback
1656,Silver Lake,T15 R5 WELS,Luxilus cornutus,Common shiner
1656,Silver Lake,T15 R5 WELS,Margariscus margarita,Pearl dace
1656,Silver Lake,T15 R5 WELS,Perca flavescens,Yellow perch
1656,Silver Lake,T15 R5 WELS,Phoxinus eos,Northern redbelly dace
1656,Silver Lake,T15 R5 WELS,Phoxinus neogaeus,Finescale dace
1656,Silver Lake,T15 R5 WELS,Pimephales promelas,Fathead minnow
1656,Silver Lake,T15 R5 WELS,Salvelinus fontinalis,Brook trout
1656,Silver Lake,T15 R5 WELS,Semotilus atromaculatus,Creek chub
1658,Lost Pond,T15 R6 WELS,Ameiurus nebulosus,Brown bullhead
1658,Lost Pond,T15 R6 WELS,Salvelinus fontinalis,Brook trout
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Catostomus commersoni,White sucker
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Luxilus cornutus,Common shiner
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Margariscus margarita,Pearl dace
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Perca flavescens,Yellow perch
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Phoxinus eos,Northern redbelly dace
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Phoxinus neogaeus,Finescale dace
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Rhinichthys atratulus,Blacknose dace
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Salvelinus fontinalis,Brook trout
1660,Mc Clusky Lake,"T14 R5 WELS, T15 R5 WELS",Semotilus atromaculatus,Creek chub
1662,Beaver Pond,T14 R5 WELS,Phoxinus eos,Northern redbelly dace
1665,"Daigle Pond (West, East)",New Canada,Culaea inconstans,Brook stickleback
1665,"Daigle Pond (West, East)",New Canada,Fundulus diaphanus,Banded killifish
1665,"Daigle Pond (West, East)",New Canada,Margariscus margarita,Pearl dace
1665,"Daigle Pond (West, East)",New Canada,Phoxinus eos,Northern redbelly dace
1665,"Daigle Pond (West, East)",New Canada,Phoxinus neogaeus,Finescale dace
1665,"Daigle Pond (West, East)",New Canada,Salvelinus fontinalis,Brook trout
1666,Black Lake,Fort Kent,Fundulus diaphanus,Banded killifish
1666,Black Lake,Fort Kent,Phoxinus eos,Northern redbelly dace
1670,California Pond,New Canada,Ameiurus nebulosus,Brown bullhead
1670,California Pond,New Canada,Catostomus commersoni,White sucker
1670,California Pond,New Canada,Gasterosteus aculeatus,Threespine stickleback
1670,California Pond,New Canada,Luxilus cornutus,Common shiner
1670,California Pond,New Canada,Margariscus margarita,Pearl dace
1670,California Pond,New Canada,Notemigonus crysoleucas,Golden shiner
1670,California Pond,New Canada,Notropis heterolepis,Blacknose shiner
1670,California Pond,New Canada,Phoxinus eos,Northern redbelly dace
1670,California Pond,New Canada,Phoxinus neogaeus,Finescale dace
1670,California Pond,New Canada,Pimephales promelas,Fathead minnow
1670,California Pond,New Canada,Pungitius pungitius,Ninespine stickleback
1670,California Pond,New Canada,Salvelinus fontinalis,Brook trout
1670,California Pond,New Canada,Semotilus atromaculatus,Creek chub
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Ameiurus nebulosus,Brown bullhead
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Catostomus catostomus,Longnose sucker
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Catostomus commersoni,White sucker
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Cottus cognatus,Slimy sculpin
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Couesius plumbeus,Lake chub
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Fundulus diaphanus,Banded killifish
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Gasterosteus aculeatus,Threespine stickleback
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Lota lota,Cusk
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Luxilus cornutus,Common shiner
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Notemigonus crysoleucas,Golden shiner
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Osmerus mordax,Rainbow smelt
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Perca flavescens,Yellow perch
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Phoxinus eos,Northern redbelly dace
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Prosopium cylindraceum,Round whitefish
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Pungitius pungitius,Ninespine stickleback
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Rhinichthys atratulus,Blacknose dace
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Salmo salar sebago,Landlocked salmon
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Salvelinus fontinalis,Brook trout
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Salvelinus namaycush,Lake trout
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Semotilus atromaculatus,Creek chub
1672,Square Lake,"T15 R6 WELS, T16 R5 WELS",Semotilus corporalis,Fallfish
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Ameiurus nebulosus,Brown bullhead
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Catostomus catostomus,Longnose sucker
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Catostomus commersoni,White sucker
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Cottus cognatus,Slimy sculpin
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Couesius plumbeus,Lake chub
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Gasterosteus aculeatus,Threespine stickleback
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Lota lota,Cusk
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Luxilus cornutus,Common shiner
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Notemigonus crysoleucas,Golden shiner
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Osmerus mordax,Rainbow smelt
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Perca flavescens,Yellow perch
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Pungitius pungitius,Ninespine stickleback
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Rhinichthys atratulus,Blacknose dace
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Salmo salar sebago,Landlocked salmon
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Salvelinus fontinalis,Brook trout
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Semotilus atromaculatus,Creek chub
1674,Cross Lake,"T16 R5 WELS, T17 R5 WELS",Semotilus corporalis,Fallfish
1676,Dickey Pond,T17 R5 WELS,Catostomus commersoni,White sucker
1676,Dickey Pond,T17 R5 WELS,Gasterosteus aculeatus,Threespine stickleback
1676,Dickey Pond,T17 R5 WELS,Luxilus cornutus,Common shiner
1676,Dickey Pond,T17 R5 WELS,Phoxinus eos,Northern redbelly dace
1676,Dickey Pond,T17 R5 WELS,Salvelinus fontinalis,Brook trout
1676,Dickey Pond,T17 R5 WELS,Semotilus atromaculatus,Creek chub
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Ameiurus nebulosus,Brown bullhead
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Catostomus catostomus,Longnose sucker
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Catostomus commersoni,White sucker
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Couesius plumbeus,Lake chub
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Gasterosteus aculeatus,Threespine stickleback
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Osmerus mordax,Rainbow smelt
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Perca flavescens,Yellow perch
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Pungitius pungitius,Ninespine stickleback
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Salmo salar sebago,Landlocked salmon
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Salvelinus fontinalis,Brook trout
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Semotilus atromaculatus,Creek chub
1680,Mud Lake,"T17 R4 WELS, T17 R5 WELS",Semotilus corporalis,Fallfish
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Ameiurus nebulosus,Brown bullhead
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Catostomus catostomus,Longnose sucker
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Catostomus commersoni,White sucker
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Cottus cognatus,Slimy sculpin
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Couesius plumbeus,Lake chub
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Gasterosteus aculeatus,Threespine stickleback
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Lota lota,Cusk
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Luxilus cornutus,Common shiner
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Notemigonus crysoleucas,Golden shiner
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Osmerus mordax,Rainbow smelt
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Perca flavescens,Yellow perch
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Phoxinus eos,Northern redbelly dace
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Pungitius pungitius,Ninespine stickleback
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Rhinichthys atratulus,Blacknose dace
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Salmo salar sebago,Landlocked salmon
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Salvelinus fontinalis,Brook trout
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Salvelinus namaycush,Lake trout
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Semotilus atromaculatus,Creek chub
1682,Long Lake,"Saint Agatha, T17 R3 WELS, T17 R4 WELS",Semotilus corporalis,Fallfish
1684,Carry Pond,T16 R4 WELS,Catostomus commersoni,White sucker
1684,Carry Pond,T16 R4 WELS,Culaea inconstans,Brook stickleback
1684,Carry Pond,T16 R4 WELS,Gasterosteus aculeatus,Threespine stickleback
1684,Carry Pond,T16 R4 WELS,Lepomis gibbosus,Pumpkinseed
1684,Carry Pond,T16 R4 WELS,Notemigonus crysoleucas,Golden shiner
1684,Carry Pond,T16 R4 WELS,Phoxinus eos,Northern redbelly dace
1684,Carry Pond,T16 R4 WELS,Salvelinus fontinalis,Brook trout
1684,Carry Pond,T16 R4 WELS,Semotilus atromaculatus,Creek chub
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Ameiurus nebulosus,Brown bullhead
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Anguilla rostrata,American eel
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Catostomus catostomus,Longnose sucker
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Catostomus commersoni,White sucker
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Coregonus clupeaformis,Lake whitefish
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Esox niger,Chain pickerel
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Lepomis auritus,Redbreast sunfish
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Lepomis gibbosus,Pumpkinseed
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Micropterus dolomieu,Smallmouth bass
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Morone americana,White perch
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Osmerus mordax,Rainbow smelt
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Perca flavescens,Yellow perch
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Salmo salar sebago,Landlocked salmon
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Salvelinus fontinalis,Brook trout
1686,Mattawamkeag Lake,"Island Falls, T4 R3 WELS",Semotilus corporalis,Fallfish
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Ameiurus nebulosus,Brown bullhead
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Anguilla rostrata,American eel
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Catostomus commersoni,White sucker
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Esox niger,Chain pickerel
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Lepomis gibbosus,Pumpkinseed
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Luxilus cornutus,Common shiner
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Micropterus dolomieu,Smallmouth bass
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Morone americana,White perch
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Osmerus mordax,Rainbow smelt
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Perca flavescens,Yellow perch
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Rhinichthys atratulus,Blacknose dace
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Semotilus atromaculatus,Creek chub
1702,Wytopitlock Lake,"Glenwood Plt, T2 R4 WELS",Semotilus corporalis,Fallfish
1716,Read Lake,Merrill,Phoxinus eos,Northern redbelly dace
1716,Read Lake,Merrill,Salvelinus fontinalis,Brook trout
1718,B Lake,"Hammond, Smyrna",Anguilla rostrata,American eel
1718,B Lake,"Hammond, Smyrna",Catostomus commersoni,White sucker
1718,B Lake,"Hammond, Smyrna",Margariscus margarita,Pearl dace
1718,B Lake,"Hammond, Smyrna",Notemigonus crysoleucas,Golden shiner
1718,B Lake,"Hammond, Smyrna",Notropis heterolepis,Blacknose shiner
1718,B Lake,"Hammond, Smyrna",Perca flavescens,Yellow perch
1718,B Lake,"Hammond, Smyrna",Rhinichthys atratulus,Blacknose dace
1718,B Lake,"Hammond, Smyrna",Salvelinus fontinalis,Brook trout
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Ameiurus nebulosus,Brown bullhead
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Anguilla rostrata,American eel
